sample	Adipose.Tissue	B_Memory	B_naive	Basophils	Bladder	Brain	CD4_naive	CD4_TE	CD8_CM	CD8_EM	CD8_naive	CD8_TE	Colon	DCs	Esophagus	Heart	Kidney	Liver	Lung	MAIT	Monocytes	Muscle	Nerve	Neutrophils	NK	Pancreas	Pituitary	Plasmablasts	Platelet	RBC	Skin	Small.Intestine	Stomach	T_gd	TFH	Th1	Th17	Th2	Treg
EVPs.in.Urine16	0.00292401726062577	0	1.20232544106591e-05	0.0298686370056052	0.533871743853215	0.00103725958333849	0.253807013910215	0.278610757746553	0.156268799726002	0.219093215138777	0	0	0.0223794778708601	0	0.508726439986003	0	0.109227101960907	0.000340382456739667	0	0	0.0233508919021753	0.0791376990313481	0.00595700398426146	0.0743911772033486	0.153253980005695	0	0	0	0	0	0.0396750421540912	0.00601204048130165	0	0	0.355507549970679	0	0	0	0
EVPs.in.Urine17	1.21435822466076	0	0.00452148438916347	0	0.570599996000313	0.347904466238974	0.225897000281664	0.00180375992306511	0	0.0325690838516215	0.00548174824229114	0	0	0	0.213456743042081	0	0.134308055333038	0.0417435928551822	0.0143762888525629	0	0.115191262843906	0	0	0.0844333076412321	0.0145693756741849	0.180295152170132	0	0.00235661125984724	0	0	0	0.00878543358601196	0	0	0.307510254807463	0.0140789171723278	0	0	0.311967627116298
EVPs.in.Urine18	0	0.00180965425194704	0	0	0.371255514671146	0	0.386933571794792	0	0	0.063257158014208	0.0320199419295829	0	0	0	0.475420990588014	0	0.0604375145344261	0.000136243337450947	0	0	0.126866443140941	0	0.00720336582555845	0	0.0155643099722693	0	0	0	0.375214230122674	0	0	0.0047031435193755	0	0.0312713277018301	0	0.0309430852935327	0.181471570774937	0.930671885973929	0.115766438272668
EVPs.in.Urine19	0	0.00239579651043922	0	0	0.530658616877493	0.0602799295305319	0.530665712838169	0	0	0.272197053761396	0	0.00479171866864131	0	0	0.545102527932451	0	0.150715457073849	0	0	0.135241023392005	0	0.000144258592430516	0	1.8641204383496e-05	0.0725470670399966	0.0860214622180389	0	1.299126998211e-05	0	6.68881112731445e-05	0.0149027132949167	0.00473924185275904	0	0	0.33476508173535	0.010088845517345	0	0.46890729144593	0
EVPs.in.Urine20	0	0	0.0652814161757858	0	0.529799141050122	0.00144430775819286	0.87818413922377	0	0	0.364051096832931	0	0	0	0	0.28299313127876	8.08490241173548e-05	0.124890206491329	0.000178176427786753	0	0.0241958004365661	0.00142224042348131	0	0	0.00344403265670939	0.0511508855279197	0	0	0.287605985000945	0	0	0	0.019257625899485	0	0	0.611613605597608	0.427091863113177	0	0	0.0590213785072481
EVPs.in.Urine21	0	3.79944272906468e-05	0	0	0.492764214878555	0	0.178720425468749	0	0	0	0	8.7975160383516e-05	0	0	0.632149931269729	0	0.116346070357199	0	0	0.00107114354306419	0	0	0	2.77829529238341e-05	0	0.26182384199387	0	0	0.252270529544253	0	0	0.0344090669643594	0	0	0.0273705313140821	0	0	0	0
EVPs.in.Urine22	0	2.61815873259241e-06	1.9906340110773e-05	0	0.505609736871017	0	0.0266916365334842	0	0.0001620149111696	0	0	0	0.201905048087194	4.76844639818175e-05	0.333103865588201	0.33159258794919	0.106459789137217	0.000278508764049681	0	0	1.1050609594318e-05	0	0	6.15009106304243e-06	0	0	0.148142568104475	2.6169538336035e-05	8.72763939149812e-05	0.000233203425870077	0.00764017972311193	0.0556350960427819	0	0	0	0.00131217328963262	0.000956363801453003	0	8.52075144166242e-05
EVPs.in.Urine23	0.856789298414012	0.00818412694125473	0	0.0263145872883659	0.547719143058739	0	0	0.142678106982488	0	0	0.0516799353952291	0.0684191242517239	0.104043927189501	0	0.667591674052577	0	0.0990711393166275	0	0	0.394366870101421	0	0.138998531946534	0	0.104627013675136	0.117031806506635	0.00204229133049838	0	0	0.00206243345699322	0	0	0.0792195958238556	0	0	0	0	0	0	0.396069220128618
EVPs.in.Urine24	0.68708740694968	0	0	0	0.586119823114633	0	0.249725601063947	0	0	0.0899838902066842	0.113422733327963	0	0	0	0.41355006173098	0.00313998564284816	0.173324805190403	0.0146020009816717	0	0.000723859996435539	0	0.41767052574084	0	0.00654333002316437	0.605603602535524	0.0229623151621085	0.0148062475341722	0	0.0242803341312764	0	0	0.121767829388238	0	0	0.329511305389247	0.204210400440809	0	0.310037063618177	0
EVPs.in.Urine25	0	0.00505953466161182	0	4.92909797835672e-05	0.549822594164139	0	0.152439261575923	0.00289213037201014	0	0	0.00798518969892126	0.00918993332250444	0	9.52682203299582e-05	0.414145169908892	0	0.0853675516085043	0	0.0681836253826891	0.0100546971059765	0	0	0	0.000103761313698909	0	0	0	0	0	0.00308194178320509	0	0	0	0	0	0.0202255208731496	0	0.119319735044758	0.0421894614492155
EVPs.in.Urine26	0.960050744482742	0.00243356365792835	0	0.00442416768761311	0.584347549416878	0	0.450694578858648	0.0759857981043142	0	0.0496312367969335	0.0337787388799533	0	0.0230891395025043	0	0.538047403884604	0	0.1354514526157	0	0	0	0	0	0	0.0532211561014999	0.0810765816330275	0.118403968466793	0	0.00228031012765154	0	0	0	0.0486637143175747	0	0	0.133970992345748	0.160942014280682	0.00465230570817238	0.181856048809293	0
EVPs.in.Urine27	0	0.0489648324520843	0	0.0136327849812229	0.325555578123876	0	0.405431183266911	0.401973189105359	0	0.185970479629142	0	0	0.0208063201028155	0	0.31230940376903	0	0.134646618526043	6.68509050835708e-06	0	0	0.169128386747423	0	0	0.0489411806443726	0	0.165881076340426	0.0178680476617714	0.000200778817460695	0.0448564449700609	0	0	0.0349620635529003	0	0	0.335686221937924	0.0654303932801419	0	0	0
EVPs.in.Urine28	0.240831685182289	0.0434335152268487	0	0.0317318071442934	0.553952301947149	0.0107694930962155	0.420610851627302	0.57976887950066	0	0.457419330207547	0	0	0.0260043204672565	0	0.421647069369133	0	0.162044962115372	0.121977071172649	0.167887240240798	0.0386628161210888	0.120393678114351	0	0	0.0089657987934037	0.0350972861038246	0	0.00844206502054347	0.242692109524728	0	0	0	0.146082730789706	0	0	0.102251315190661	0.198582084697078	0	0.71242248914157	0
EVPs.in.Urine29	0.278074625900503	0.012247670743994	0	0.0146415534624973	0.571385156554883	0	0.673013806750427	0	0	0.273538983587266	0.218544351666774	0.0359248852072808	0	0	0.537417033282363	0.0303558642364038	0.187985430699877	0	0.356320012215645	0.0307068218865618	0.0136789495640185	0.0271922770543039	0	0.00256786123204972	0.0873450569736693	0.12982743082133	0.123782663004296	0	0.400298914035445	0	0	0.0333936174564668	0	0	0.479091396025599	0.313552849086886	0	0.37007183573373	0
EVPs.in.Urine30	0.123729468843392	0	0.000151428670177263	1.790960932746e-05	0.510993378935817	0	0.00589321270702699	0	0	0.00268295753962031	0.00129017364820833	0	0	1.94857719569216e-05	0.0207964098366979	0	0.0590362137746534	0	0	0	9.29742274920035e-06	0	0	8.41936725073933e-07	0.000282661089562999	0	0	0.000109666592115067	0	8.55962073193425e-05	0	0	0	0	0	0.0102303182207724	0.00355306784803449	0	0
EVPs.in.Urine31	0	0	0	0	0.524621227648639	0.00378457757977246	0.205895809021735	7.42813746913706e-05	0	0	4.09750133783526e-05	0	0	1.93080445724803e-05	0.394340836431922	0.00053723728825858	0.0711933315732446	0.00128701747221556	0.00756549832097525	0.00459126447197061	0	0	0.000169352719481611	1.67682054075247e-07	0.00173335233449837	0.000447328133343625	0.000235899750501783	8.741334326684e-06	0	0	0	0.0379138975117372	0	0	0.138498076978888	0	0	0.296051630159285	0
