sample	Adipose.Tissue	B_Memory	B_naive	Basophils	Bladder	Brain	CD4_naive	CD4_TE	CD8_CM	CD8_EM	CD8_naive	CD8_TE	Colon	DCs	Esophagus	Heart	Kidney	Liver	Lung	MAIT	Monocytes	Muscle	Nerve	Neutrophils	NK	Pancreas	Pituitary	Plasmablasts	Platelet	RBC	Skin	Small.Intestine	Stomach	T_gd	TFH	Th1	Th17	Th2	Treg
EVPs.in.Urine32	0	5.33002074588663e-05	0	1.90707286594667e-05	0.0872443836472331	0	0.00171367221343881	0.000220276946887016	0.000838875330425375	0	0	0	0	1.43146136565974e-06	1.12998298862604	0	0	0	0	0.000268870144677527	8.05427885989738e-05	0	0	3.18115117326281e-06	8.69107469773814e-05	0	0	9.31664838816141e-05	5.91401151150361e-05	0.000118648027044932	0	0.00165895423389721	0	4.85328408683163e-05	0.000231652653251087	0	0	0.000545550768087124	9.0523252411765e-05
EVPs.in.Urine33	0	0	8.09834802712344e-05	1.03201055653697e-05	0.539650255045475	0.122542741053171	0.0103164721900249	0.000244734249199587	0.000818057178807657	0.000268030074277853	0	0	0.136229381734555	6.0439579565304e-05	0.495494425781781	0	0.136731779929917	0.000269202124216605	0	8.1789101345868e-06	0	0	0	9.01945814002578e-06	0.000137781078364829	0	0	3.53936678419015e-06	0	0	0	0.109885217074768	0	0.000106587996567952	0	0	0.000323291779674509	0.000539255855100714	0
EVPs.in.Urine34	0	4.92658162969464e-05	0	2.37449082626448e-05	0.530025996229894	0.0793891446819614	0.00236923408687164	0.000166671153504015	0	0	8.64639106297679e-05	0	0	4.08875085419202e-05	0.474121681224133	0.000420316578556845	0.0551358497829513	0.000910946493191497	0	0.000387139580784172	8.57898828757683e-05	0	0	1.5607590461604e-05	0	0.000286447519256439	0	0	3.3258248801217e-05	2.95746398958838e-05	0	0.0309600832236434	0	0.000123666237042012	0.0035824296398483	0	0	0.000301570230170314	0
EVPs.in.Urine35	0	0	7.66161268114908e-05	0	0.00642858975374235	8.93473782605236e-07	0	0.000243583058671031	0.000812357349981817	0.000503223956521274	0	0	0	2.00081998679193e-05	0	0.000180700433449227	1.42108829279744e-05	0	0	0	3.55372644062018e-05	2.15966630541728e-05	0	0	0.000202479671582239	0	3.20407105682784e-05	0.000135683864426775	0.00309274227092511	0	2.50776762815916e-05	1.88080685694508e-06	0	0.000139678473377799	0	0	0	0.00236880958867561	0
EVPs.in.Urine36	0	0	0	0	0.508787540446683	0	0.181828634477025	0.460519104986331	0	0.302856820413412	0.163878092022055	0	0.0581565422781895	0	0.529024476526525	0.0661622720312926	0.0781981518530747	0	0	0	0.202195434851357	0.0650723536968994	0	0.0805497342995511	0	0	0	0	0	0	0	0.0609812970469346	0	0	0.34984286621099	0.00121439779188517	0	0	0.398354424940668
EVPs.in.Urine37	0	0	1.32105722572273e-05	1.33885440529169e-05	0.51408959795432	0	0.0244377959969612	0.000211826759035208	0.00100783734404968	0	0	0.000197363024260488	0	3.42848162247777e-06	0.695770406213654	0	0.128844940563139	0	0	0.000281096568193612	3.8755269336388e-05	0	0	0	0	0	0	6.68731081431007e-06	0.000244818681622683	0.000215495456326861	0	0.0423408736527781	0	0	0	0	0.000426519710768042	0.00018088635800112	0
EVPs.in.Urine38	0	0	2.56508087539003e-06	1.65420479485666e-05	0.334519418601316	0.000665729480820762	0.00270841576127996	6.60763187327078e-05	0	2.76646541576607e-05	5.35495373862155e-05	0	0	4.10962725540168e-05	0.195045119822691	0	0.0702900708726388	0.000309275938914944	0	0.000281528074814341	2.42680423432656e-06	0	0	0	0	0	0	7.82267895045684e-05	0.00137372111583731	4.72916860903231e-06	0	0.0299404768822963	0	0.000121050331952931	0.0053535713994231	0	0	1.5528548449384e-05	0
EVPs.in.Urine39	0	1.94232968692707e-05	0	1.78409914879671e-05	0.167328336220881	0	0.00469282431950389	0.000152137940795335	0.000439916880899772	3.32689143377994e-05	0	0	0	2.99817751180046e-05	0.812399135560201	0	0	0	0	0	0	0	0	1.17760528043969e-05	0	0	0.000334243063189341	8.112004070456e-05	5.24277408104077e-05	0.000189367830059907	0	0	0	0.000263486454007184	5.85530122395291e-05	0	8.13230047316971e-05	6.38999336098891e-05	0
EVPs.in.Urine40	0	0.00702864966552544	0	1.87642677327016e-05	0.53007365904739	0.000517966376128068	0.264014607883123	0	0	0.0143713361470858	0.0102068590071447	0.0072231340683489	8.78524868758168e-05	0	0.467987922132373	0	0.0912317658663083	0.000107937360229002	0	0	0.0232578965054056	0	0	0.0884375216761651	0.00366585218494367	0	0	0	0.00673874631687518	0	0	0.00221718987306671	0	0	0	0	0	0	0.39364783300899
EVPs.in.Urine41	1.00107759262438	0	0	0	0.620967543436945	0.00740538107821782	0.517056392486616	0.299297263342765	0	0.219703076500622	0.0730791239080198	0	0.0284729711944388	0	0.494073023050126	0.000157127836418136	0.0821234281549646	0.000175535229109153	0	0	0.133086999947372	0.501805588279879	0.073496148011971	0.052082853824902	0.00305071181158068	0.199898827329787	1.06520686432438e-05	0.00164506556602659	0.0462777916895359	0	0.0100559807916086	0.0460494542543569	0	0.0599005048002497	0.330667668470314	0.315799066681612	0	0	0.0276066373596153
EVPs.in.Urine42	0	0	0	1.6403541154769e-05	0.303508968942878	0	0.00825574255972942	0	0	0.000111894071237953	0	0	0.0077441333751727	1.88040967881584e-05	0.363472459805018	0	0.0524839603901935	0.000128977894259301	0	0	0	0	0	0	0	0	2.67412666571879e-05	0	0.330572592395211	0	0	0	0	0.000447026880288517	0.00439106245868899	0	0	0	0
EVPs.in.Urine43	0	0	1.3431518086221e-05	0	0.548398934116946	0.000529174558358061	0.00928507892770522	0.000404054780023339	0.000360579432199803	0	0	6.99616618752563e-05	0.222496380080424	6.76839956358366e-05	0.0660585890112149	1.9412171175251e-05	0.118677362895306	0.000178388495426424	0	0.000496784391721961	0	0	0	2.33978600933105e-06	0	0.000145696773149878	0	0	0	7.88543589183011e-05	0	0.219150335518144	0	2.84731420064077e-05	0.00316540066285456	0	0	0.000557561805930251	0
EVPs.in.Urine44	0.678817493635402	0.0079598478209936	0	0	0.573557015270484	0	0.656219171453844	0	0	0.0351055792182029	0.0130478138006488	0	0.267363484200322	0	0.295708071424564	0	0.150601849256999	0	0	0.00403903174987327	0	0	0	0	0.00170519301314406	0	0.0501889833086189	0.408473417445093	0	0	0	0.228437281027326	0	0	0.148003233800614	0.00547008117317743	0	0	0
EVPs.in.Urine45	0	0.004479618256363	0	0.000413107057406936	0.513458491660206	0	0.267109531335255	0.0106363623437197	0	0.0204817488491456	0.012335181578133	0	0	0.0013341988795916	0.441484987904637	1.2702795115685e-05	0.110314447607679	0.000118272957953566	0	0.00881775553995157	0	0	0	0.0528838824718519	0	3.20702014614815e-05	0	0	0.00486170011960449	0.00414924399910671	0	0.000490422238633575	0	0.00755935530356189	0.244291492217787	0	0	0	0
EVPs.in.Urine46	1.51818792917305	5.89855799883326e-05	0	1.41459727732093e-05	0.190180450820419	0	0.00275629758848931	0.000285771997196061	0.00047327739360245	0.000535911284776097	0	0	0	0	0.778616718794105	0	0.0121551398927081	6.3260614565519e-05	0	0.000157160415637228	0	0	0	1.67295418929273e-05	3.3562691817696e-05	0	0	0	6.52868467695272e-06	1.42439500279944e-06	0	0.00250394443326488	0	0.000279887787729612	0.000531764069769158	0	0	0.000497744716310256	0
EVPs.in.Urine47	0.00237858597027793	0	0.0554340136435783	0	0.0522149920421459	0.00332977776659088	0.256624741855358	0.245702362630787	0.0406516225896792	0	0.0103672902261272	0	0	0	0.169439898399221	0.000263081751770394	0.137265056538433	0.0280149825304369	0	0.0579727209590789	0.111855201127374	0.00040049986811995	0	0.048469860554923	0	0	0.0169084677507781	0	0.607042281007924	0	0	0.0211575437008563	0	0.0277708367744879	0.353228964078844	0	0	0.0608466044289946	0
EVPs.in.Urine48	0.415990644155822	0	0.158387776047776	0.0270320803390111	0.279703172033076	0.0245630942094798	0.0513880062928665	0	0.0194197138370362	0.52102033017789	0.0193672385909456	0	0	0	0.505697238976729	0.000243323776708839	0.10614952398537	0.00078411699257058	0.0254239712849254	0	0.141920101344072	0.00150606866657056	0	0.0507049239029305	0.295425983345106	0	0.000100284752043758	0	0.336035088413794	0	0	0.00269327886285433	0	0	0.214397805919618	0	0	0.33473161902909	0.426065378122157
EVPs.in.Urine49	0	0	5.70969117253128e-05	1.96163814802919e-06	0.132565183934707	0	0	0.000245391753771237	0	9.57933177500869e-05	0.000281754151073149	0	0	1.8982807965473e-05	0.708720125574442	0	0	0.000384348398064893	0.00431501365903668	0.000287178101985114	1.20544888720098e-05	0	0	1.94488916512858e-05	0	0	0.263781500054587	0.000108659370475522	0.00159027354927102	8.23306504475485e-05	0	0	0	6.17511812394944e-05	0.00341465940111899	0	0	0.000165508334867226	0
EVPs.in.Urine50	0.570891631398824	0	5.50210180908228e-05	0	0.252872781153445	0.325312291688391	0	0	0	0.000241861062324572	0.000402163618777873	0.000190484092639553	0.28201431752196	3.90496368728732e-05	0	0	0.0059748279118568	0	0.0621951644772465	0	1.75433539613759e-07	0.342076055316776	0.0181053258123876	1.71066765139449e-05	1.41857820883107e-05	0	0	6.47789619409866e-05	0.000175790281808336	5.27333564541987e-05	0.040317228103039	0.158806476504185	0	0.000127024038466095	0	0.00314659863177025	0.000457800990349894	0.000492927558769868	0
EVPs.in.Urine51	0	8.19831527197785e-06	0	9.17056484172132e-06	0.475430646954161	8.3671296647464e-05	0	0	0	0.000116406747367088	0.000169739892932095	0.000139505028747423	0	4.20330736576428e-05	0.532528401777291	0	0.0720390428908575	0.220327011558521	0.252448210558888	0.00014679693649482	0	0	0	7.75116391215844e-07	0	0	0	0.000113147562454497	0.0682562797908662	0	0	0.0241051859456215	0	0.000319002882736247	0.00024452935994328	0.000986536504916442	0	0	0
EVPs.in.Urine52	0.0565396446037131	0	0.000146405939429457	2.0164490869598e-05	0.542810915682579	0	0	0.000164622017375719	0.00117002894539626	0	0	0.000177757428926008	0	3.85481114809887e-05	0.467157352921651	0	0.0320412202198691	0	0	0.000463686824369957	0	0	0	3.77414086331039e-06	0	3.38477643602175e-06	0	7.58254980644663e-05	0.000212348819784516	9.83151560106019e-05	0	0.00774048935090822	0	0.000144996212142185	0.0110377868555964	0.0121476323228944	0	0	0
EVPs.in.Urine53	0	0.000235063630606408	0	1.02555901324575e-05	0.52606931317217	0.577427837046148	0.178015127612398	0	0.00131478945975291	0	0	0	0.217505895861679	0	0.396116541524572	0	0.150706878690749	0	0	0	0	0	0	0.000160928748398625	0.000439106032811276	0.241448980033475	0	0.000118271216861865	0	1.1091195905949e-05	0	0.235193155856729	0	0	0	0.0014959843818162	0.0016226826217984	0	0
EVPs.in.Urine54	0	2.0040374298645e-06	1.55217216029994e-05	1.48315657459685e-05	0.524302864936798	0	0	0	0	0	0.000426839383684029	0.000331920513495918	0	2.7677738074957e-05	0.49608804155477	0	0.156903642886853	0	0	0.000114423980681334	6.8625276094437e-05	0	0	0	4.57514530650151e-05	0.334021896227329	0	4.95527401810537e-05	8.473017233563e-05	0.000132659202598088	0	0.00700409371390795	0	0	0.000260187865941213	0.00274950789576714	5.19576150085713e-05	0	0
EVPs.in.Urine55	0	0.0926433996442721	0	0.0301555760158887	0.545029861819628	0	0.190474088757299	0.298657789625892	0	0.120104565335592	0.10284079951803	0.11511046765354	0.29264673305709	0.0432226334416757	0.830525226147884	0	0.143111341213891	0	0.0408705084655805	0	0.124031409422921	0	0	0.081793137265531	0	0	0	0.094368212777533	0	0	0	0.308699309332423	0.0222530302532508	0.12333236893768	0.520474236458719	0	0	0	0.72988864806002
EVPs.in.Urine56	0	0.0412096144242374	0	0	0.551563952297395	0	0.748379461163534	0	0	0.131665009186997	0	0.028491448062332	0.0152435046964665	0	0.667347754243516	5.81845277964247e-05	0.133058418089236	5.47451509656338e-05	0	0.0693284802046449	0.170947609580096	0	0	0.0636436927424354	0.0319920150710874	0	0	0	0	0	0	0.175916871351852	0	0	0.422806526152147	0.0744761765759898	0	0.189058811272279	0
EVPs.in.Urine57	0	4.34054559886599e-05	0	1.25329824705867e-05	0.519059583170829	0.000839200044500013	0.23060285271835	0	0.00365264811875732	0.00256998547809303	0	0	0	0	0.105321933512528	0.000174166544356091	0.120316604400877	0.00034220630775994	0	0	0	0	0	0	0.00214835479908196	1.32413969758383e-06	4.35626457505542e-05	0.000215923878664148	0	0	0	0.0022995110988292	0	0	0	0.00302296112773578	0.00756616649130595	0	0.000372104828612968
EVPs.in.Urine58	0	0.000431329590915797	0	0	0.53037722329997	0	0.101071775321267	0	0	0.00389168050694855	0.00314178929516551	0.000648109567435218	0.00729606754494748	0	0.709066262407256	0	0.222679862982085	6.41275568728367e-05	0	0	0	0	0	0	0.000376321569975274	0	0	0	0	0.000183395264282626	0	0	0	0	0	0.00646189548754206	0.011279025199375	0	0
EVPs.in.Urine59	0.00810555612689028	0	0	0	0.533090205180665	0.0281163174494955	0.642702655032528	0.00736027145626503	0	0	0.00446873992905206	0.00622760441947173	0.0163927409441087	0.000149574166374761	0.366004907792522	0.00257242041676184	0.14156946508196	0.00122296406859727	0.00237402911088553	0	0	0	0	0	0.00241185447231421	0.000677542806105075	0.0227043903708795	0.158226459994289	0	0	0.0602546639301247	0.0427710456593812	0	0	0.0724918372726122	0.0984356192262698	0	0	0
EVPs.in.Urine60	0	0	0	0	0.533076836749005	0.0370132623890609	0.458366587405162	0	0	0.0119100674427618	0.0119088364851761	0	0	0.00030324367299478	0.152778391361299	0.00416313074330979	0.165283943874746	0.00129957541205294	0.00323313236753987	0	0	0	0	0	0.00592531219708336	0.0965383415905152	0.0104525910778101	0.0308367112029365	0	0.00204024304932943	0.0293009684014163	0.0761148429819375	0	0	0.0788126589528384	0.10040840965827	0	0.115863916558418	0
EVPs.in.Urine61	0	3.97755037122235e-05	0	0	0.519854117551048	0.0903310605170301	0.0313601036370498	0	8.58635050966158e-05	0.000477575471195417	0	0	0.285385211673963	0	0.470595069115354	0	0.130894064185256	0	0	0	2.17821799538415e-05	0	0	4.80397254261355e-06	2.95200540140136e-05	0.259680786554452	0	5.249236921228e-05	2.36958020679509e-05	4.1090083960825e-05	0.015736634379067	0	0	0	0	0.00154089840079859	0.00104903442576914	0	8.63931746771171e-05
EVPs.in.Urine62	0	0	0	0	0.537662553620714	0	0.268617794964266	0	0	0.0162938741299226	0.00206103677904998	0	0.348225495113464	4.25056642931188e-05	0.544132323492519	0.0739779383660507	0.110514093774158	0	0	0	0	0	0	0.000608874603854392	0	0.100735354933561	0	0.000151382753916046	0	0	0.0585681890024928	0.0373265795617876	0	0.00617671502063044	0	0.0582990518569087	0.0179504566406383	0	0.000551415178706299
EVPs.in.Urine63	0.0519289435205149	0	0	0.0203145813172611	0.554839677417756	0	0.514572103928648	0.0436126220060791	0	0	0.0627342102453343	0.000336135745671498	0.342761351623644	0	0.43164394679111	0	0.188504493533725	0.183763347617516	0	0	0.088452209880245	0	0.154760841866688	0.116709776653485	0	0	0	0.175053947018586	0	0	0.0153536862223824	0.346426041679094	0	0.0228091481710487	0	0.109845994408291	0.0273549201481206	0.284963857628194	0.110905604467347
EVPs.in.Urine64	0	0	0	0	0.54507143545757	0	0.733240684463031	0	0	0.0189074765196679	0.00650509229047952	0	0.0591778651026968	1.35081907843004e-05	0.626502453377059	0	0.167105292058472	1.55588756619585e-05	0	0	0	0.206425031743201	0	0.102802783450253	0	0.0477736137114704	0.0579069796446104	0.00251243230460108	0.0043133822306867	0	0.0204532561598757	0	0	0.00509665786227223	0	0.187096616905723	0.0647111412870549	0.0310368706333014	0
EVPs.in.Urine65	0	0	0.00278065664485699	0.00543856668801929	0.546645850888878	0	0.297571868015007	0.0881746457793126	0	0.0369608023362572	0.0427916557791719	0	0.0186404724087745	0	0.49711337216781	0.000190476449604543	0.13920857569624	8.71536084326996e-05	0	0	0.135740907577472	0	0.00350088524696902	0.0604377425650063	0.0799570405376447	0.0226323219348221	0.0192412857283219	0.00590554992300465	0	0	0.0287177651534314	0	0	0	0.00316861702494434	0.0345803145877277	0.0251347615020221	0	0.0845997087736187
EVPs.in.Urine66	0	6.53728776994489e-05	0	2.09909849566425e-05	0.547465214663513	0.000722920960061905	0.226839797284444	0.00241594979303281	0	0.00296329830436251	0.00337306685429301	0	0.187985458445253	6.04404822544535e-05	0.390241411952462	0	0.1404740168843	0.00034034280009606	0	0.000462345286529692	0	0.000643200426776075	0	0	0.00337476496152517	0.000140948119845358	0	0.000544584378013913	0	0.000202172179778859	0	0.145060274736334	0	0	0	0	0.0101299520795829	0.00357730115878721	0.000482767087913311
EVPs.in.Urine67	0.00876949070193252	0	0	0	0.550434032970657	0.00546578935598217	0.658867741078316	0.236299015078479	0	0.0392900085417496	0.0571661356999253	0	0.173844635422306	0	0.817409604568347	0	0.125853773156147	0.000289530381853864	0	0	0	0.0370538336872304	0	0.017300182675811	0.147024671579756	0.0162142246842185	0	0.138200744937505	0	0	0.110871637335869	0.161916970589259	0	0	0.158631941194222	0.187553612664968	0	0	0
EVPs.in.Urine68	0.0943426783354233	0	0.00498215645350053	1.39955876250208e-05	0.549038901274963	0	0.762622091211464	0.0668555445159454	0	0.0751865649886962	0.0471357059117943	0	0.311081079655359	0.000431721575295613	0.592043664425353	0.000316555021158051	0.185616228353552	0.129643268128673	0	0	0.0303519578911692	0	0	0.0476484218265023	0.0970860153737681	0.0738622790174393	0	0.0697753762594444	0	0	0	0.159231332235323	0	0	0	0.355424906842196	0.108761859946779	0.25715850559039	0
EVPs.in.Urine69	0.00388872670530845	0	0.0018286547974477	0	0.514011775553206	0.00204873204368721	0.466787217989464	0.0204882041711378	0.00152984781267085	0	0	0.0025777227050684	0.235424701486148	0.000368332965663715	0.325053496798911	0.00398460673234569	0.083100136640846	0.0011677616330904	0.00814486034304593	0.0130217198632719	0	0.00374796768249049	0	0.000165960251430841	0.024724256649705	0.00112093878986341	0.0372990106598777	0.0493901290183291	0	0.0015580421587594	0.0365670227710829	0.222923716521989	0	0	0	0.14262783463298	0	0.0160325832361825	0
EVPs.in.Urine70	0.647989367650675	0	0	0	0.558455240920849	0	0.50458089943551	0	0	0.00839692386581384	0.0112985359498518	0.00146246338341371	0.302166600840139	0.000156166210997011	0.324949150270326	0	0.227562380269804	0.0388375631140629	0	0	0	0	0	0	0.00486460088877069	0.116354533207229	0	0.00183940438066008	0.00163450470363138	0.00178456901990279	0	0.376320968334498	0	0	0	0.190370999840243	0.0333065028822119	0	0.00550879993479023
EVPs.in.Urine71	0	0.000462462199371579	0	0	0.540948405048397	0	0.486997866441702	0	0	0.0915648688695465	0.0159819842057937	0	0.328570469316985	0	0.403278469355615	0	0.223679413605303	0.000323522792855718	0	0	0	0	0	0	0.0310066134594341	0.000125491333089256	0	0.00182266817923391	0	0.00274551246178521	0	0.237717974185712	0	0	0	0.167394952093526	0.0499386685025704	0	0
EVPs.in.Urine72	0.0343313667531344	0	0	0	0.542169218162986	0	0.898577509892594	0.0106529690417666	0	0.0081570204583937	0.00936884317788647	0	0.381454002180386	0.000478850375923601	0.366196032159509	0	0.19801047931208	0	0	0	0.0355261761432546	0	0	0.0320844025170024	0.000156148105382337	0.0845645167599785	0	0.103943631705099	0.00332933848048433	0	0	0.440984907626567	0	0.0435586888607949	0.00707440858312336	0.293217536540183	0.0557800073934299	0.0413329843535342	0
EVPs.in.Urine73	0.0111112764461034	0.0014041650057125	0	0	0.534092704842335	0.0114795203928073	0.57238184552567	0.00559166671747494	0	0	0.0169009424556074	0.00430311483525844	0.236004316414336	0.000102549325803947	0.288758933368938	0.000629642190519308	0.134329490927978	0.00181405788521738	0.00641988180811572	0.00463441888390387	0	0	0	0	0.0140244140703365	0.0443619369082056	0.192370679414993	0.0015706507612821	0	0.00220883356601342	0.0418898527236424	0.244277304589419	0	0	0	0.107022537463183	0.0229507546537698	0	0
EVPs.in.Urine74	0.00413374657080946	0	0	0	0.52902824719799	0	1.19479039386674	0	0	0.0233477762746593	0.0501547459133093	0	0	0.000162488919603465	0.147151755833064	0.000460828894724236	0.18440009795837	0.101883465948696	0	0	0.00052892382684981	0	0	0	0.0168850959831567	0.0239944248161859	0.0538965944930991	0.104967020923748	0	0	0	0.0541338002379533	0	0	0.234855138645785	0.331879975707669	0	0.0742838890554713	0
EVPs.in.Urine75	0.0335643956170391	0	0.00560912860690257	0	0.545712926920304	0	1.08870810895286	0	0	0.127459518360828	0.015404969529692	0	0.305186412634984	0.000154246650361928	0.640961755113902	0	0.176292551893998	0	0	0	0	0	0	0	0.0363685382295999	0	0.00542447191452674	0.26406558700968	0	0	0.0315028214099804	0.166461506883394	0	0	0	0.227148566517447	0.0383944648146653	0	0.0428591445781718
EVPs.in.Urine76	0	0	0	0	0.533330330179516	0.000640704099859279	1.01418954859349	0	0	0.0462977604050929	0.0105966737157294	0	0.00743149561818356	0.00017671979649142	0.235844245795962	0	0.131175914890593	0	0	0	0	0	0	0.0628046938937416	0.0067019185935753	0.0290275572210859	0	3.25456386884304e-05	0	0	0	0	0	0	0	0.271564287219427	0.0621626065060184	0.190047130920921	0.0504808587706297
EVPs.in.Urine77	0	0.000640226047683795	0	0	0.537064548091027	0.00129952114777034	0.235365699668442	0.000106690277171279	0.00476064836597165	3.66845924659742e-06	0	0	0.0159488288261009	4.1044169780402e-06	0.838648583436955	0	0.108457726828571	3.01857980984643e-05	0	0	0	0	0	0	0.00135593687044575	0.0283654199794543	0	0.00209049657987351	0	0	0.00308524283012711	0	0	0	0	0	0.0252876876074044	0.0111958050440292	0
EVPs.in.Urine78	0	0	0	0	0.503267532666114	0	0.51542780290556	0	0	0.00576220732456489	0.00472782818204072	0.000428892050954255	0.302971000236155	0.000142302383301707	0.375956455471001	0.0102950863726182	0.192753278095823	0.26351578340486	0.120013248286588	0	0	0	0	5.04643259327218e-05	0.00274659776998169	0.00738414614617499	0.023751521326971	0.00196554322390541	0	0.00135330791897478	0	0.475843053687299	0	0	0.10961745142913	0.0642877336830139	0	0	0
EVPs.in.Urine79	0.0087327914256554	0	0	0	0.551617835646604	0.0127843282870375	0.588358567231432	0.00778407591152838	0	0.00336401756534821	0.0169385209051056	0	0.228129785965615	9.53336416326944e-05	0.425944811532232	0.000734659640636709	0.141082477686379	0.00205146762638575	0.00868086635753827	0	0	0.0620548692766322	0	0.000172448081067977	0.00776994116516141	0.0218677896884456	0.0212357801525483	0.0382585934189157	0.000597124898528201	0.000578441987102274	0.0412203407930181	0.16179544316022	0	0	0	0.0711537124646285	0	0.00961203668145388	0.00270645083958529
EVPs.in.Urine80	0	0	0	0	0.542584351536347	0.00185299408447847	0.412664562796211	0	0	0.00283909186152803	0.00242254000381448	0	0.00748606534645541	0.000177397600958223	0.636926465887095	0	0.158932659326833	0.0593815068177977	0	0	0	0.000674082125098713	0	0	0.00221930061585643	0.0163846332449629	0	0.00736650034099676	0	0.00136932306096199	0.00731860442916346	0.0371016391831668	0	0	0.0480253587188278	0.0483761021697184	0	0	0
EVPs.in.Urine81	0	0.000521641441077009	0	2.67306924120691e-05	0.492556068818064	0	0.0589210742737208	0.00301009986957406	0	0.00974690591503327	0.0015431241347605	0	0	8.50033485236387e-05	0.57863077556618	0	0.222039616959682	0	0	0	0	0	0	2.33420800716937e-05	0.000989827568475385	0	0	0.000223586579039586	0	0.000512717946909208	0	0.0057942414531124	0	0	0	0	0.0121339244120967	0.00301809583957161	0.00189088282862365
EVPs.in.Urine82	0.0772834187648706	0	0	0	0.524950430947443	0.157880851004494	0.771549487854438	0.00493494083383972	0	0.0039286458817957	0.0160112044362743	0.000719600828843703	0	0.000201153106214907	0.26228167729504	0	0.193149753597827	9.37889983119028e-05	0	0	0	0.000198514215321521	0	5.78934176385937e-06	0.00872910464889326	1.17418673846181e-05	0	0.00618619362952824	0	0	0	0.0401126484806067	0	0	0.0309201679977597	0.271336835272449	0.013536308572635	0	0
EVPs.in.Urine83	0.401879112155763	0.00487846167462594	0	0.0278009886097151	0.557965663848541	0.00529877006054004	0.290372729327304	0.0835780426501263	0	0.0968620855138457	0.0409447418544475	0	0.0475715129072346	0	0.648575184955887	7.33216091112357e-05	0.14094053957279	0.015286063506074	0	0.0108335009369967	0.146118428924522	0.0883943422774497	0	0.122718398007326	0.0554907402997599	9.28676192053779e-05	4.93239829903146e-05	0.00399050630515158	0	0.00681996357859666	0.0158141672145532	0.0645238803913909	0.0017420240990503	0	0.0652399888793069	0.0250874004844406	0	0	0.108986765700703
EVPs.in.Urine84	0	0.00184318450014634	0	0	0.527615097976454	0	0.68107383875396	0.0119234295186872	0	0.00045514123233284	0.100866598386826	0	0	0	0.83870832177857	0	0.21226024816436	0.115474654897038	0	0	0.0306738197608228	0	0	0.00612416336987104	0	0	0	0.0491799763873398	0.544880181560918	0	0	0	0	0.0620827743846492	0.137423406906512	0.179836158499848	0	0.0560399205745684	0
EVPs.in.Urine85	0	0	0.00636531890129824	1.11929513031406e-05	0.536911815600474	0.0132707406316743	0.710933169653872	0.0183063583994136	0	0.0352992550097954	0.0161880266642494	0	0.211224986820875	0.000542665965882067	0.362197816836572	0.00108444799648379	0.0534576346374933	0.0023536699142304	0.0180883594531858	0	0	0	0	0	0.0188517078776854	0.00189548118566435	0.064465931976883	0.135308325542841	0	0	0.0570560689994961	0.0596641230296199	0	0	0	0.220028813149811	0.0506909967799393	0	0
EVPs.in.Urine86	0	0	0.0122191628203031	0	0.533806856537679	0.000517631656425335	0.907755832112856	0.419404767675653	0	0	0.0369575737029224	0.06243412273535	0.00685085220796323	0.00289898632986715	0.387739262903849	0.00339997115960144	0.181583618033273	0.000507145394898673	0	0	0	0	0	0.106986239068216	0	0	0	0	0	0	0.0267089736725204	0.00242031788966907	0	0	0.292825186993477	0.46206727011079	0	0.540747558233559	0
EVPs.in.Urine87	0	0	0	1.24024435899928e-05	0.538135485605097	0.00333318417754981	0.73411505331229	0	0	0.0223947614644467	0	0	0.0206597309532919	0.000128827563732614	0.585625625494676	0.000221925312525573	0.172486345096372	0.000499425917087293	0	0	0	0	0	0.00789694387117451	0	0.0313579727679585	4.05800745697793e-05	0.000752181967698828	0	0	0.0475957261836101	0.00792590255536371	0	0	0	0.028562773212517	0.0328156933702424	0.0710279703216228	0
EVPs.in.Urine88	0.0082681581904674	0	0	0	0.550163018417874	0.026093370903827	0.233264643906571	0	0	0.0117736290649709	0.00248844133408235	0	0.315078347726938	0.000110767285729108	0.210827062416144	0.00158645766404973	0.167411066974261	0.0031790635346251	0.00950389152052873	0	0	0.00373308894382669	0.00539205132668956	0	0.00447788429410184	0.114222654647962	0.039306651580193	0	0.00100489270176082	0.000875204128013223	0.0364028002451068	0.155842579131165	0	0	0	0.0618828822251	0.0156132028039943	0	0.00487899520718956
EVPs.in.Urine89	0.544671709990794	0.000401678810787176	0	0	0.55364589851915	0	0.363706706627039	0.0013395461787305	0	0.0155267843490439	0.0146247946871599	0	0.198478843502713	0	0.505737288700426	0	0.139438616027254	0.254400702061149	0.0135484578506966	0	0	0.000644063256816901	0	0	0.0093597336995512	0.194546321002561	0.0854234653142312	0.0010572509153994	0	0.00141751129610465	0.0390752687346951	0.0644357388107629	0	0	0	0.0444950533282223	0.0211132233847353	0	0.00220657481420217
EVPs.in.Urine90	0.0846529849592789	0.00421400582734704	0	0	0.535986633020115	0.0392994586992747	0.747242967878449	0	0	0.0782053819367247	0.0364881458904387	0	0	0	0.170588071945594	0.000450969541338539	0.156881474236502	0.0875154008407872	0	0	0.123447466715364	0	0.00435751571850868	0.0370547027221991	0.00974354547686229	0.118189676609736	0.0121506071826268	0.0043896541762494	0	0	0.026984711728235	0.0568082127260522	0	0	0.094404464625551	0.265106552090505	0.00821813440118432	0.0625390216329408	0
